name~email~password~password_confirmation~admin~event~venue~press~vendor~activated~activated_at~zip~address~tdescription_list~tlocation_list~describe
"The Rapid Learning Cycles Framework:  A Repeatable Adaptation of Agile Development for Tangible Products "~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~" 308 SW 2nd Ave Fifth Floor"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PDX Women In Tech (PDXWIT) Volunteer Orientation"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" portland oregon, networking, Science & Tech, women in tech  "~" 121 SW Morrison St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~United"
"TiE Oregon Confessions of an Entrepreneur with Gerry Langeler (Co-founder of Mentor Graphics)"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, founders, networking, entrepreneur, pitch, funding  "~" 1355 Northwest Everett Street"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Camp Optimization Meet-Up (Analytics, Data Visualization + CRO)"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" CRO, optimization, data, data visualization, analytics, jobs  "~" 1300 Southeast Stark Street"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"Oregon~Portland~USA"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PDX Emacs Hackers Meetup"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" emacs lisp haskell  "~" 4145 SW Watson Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Beaverton~United"
"Mentorship and Projects - WaCo EE and Technologist Meetup"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" electronics, cloud computing, professional networking, Hardware Engineering, Internet of Things, embedded systems, technology startups, mentorship  "~" 12375 Sw 5th St"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"Oregon~Beaverton~United"
"PDX Women in Tech (PDXWIT) Mentorship Program Networking Event"~"2_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" portland oregon, networking, Science & Tech, women in tech  "~" 108 NW 9th Ave. Ste. 201"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Portland Geek Dinner - DOWNTOWN!"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"TiECon Northwest & Pitch Northwest"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, founders, networking, pitch competition, pitch, mixed reality, Artificial Intelligence, virtual reality, healthcare  "~" 614 Southwest 11th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Super: Tech Women Live Storytelling"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" #womenintech #supertechwomen @technolgyconferenece  "~" 1300 SE Stark St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~USA"
"Women Who Hack"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" coworking, coding, hacking  "~" 1615 SE 3rd Ave"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PDXWIT Higher Ed & Tech team up to promote diversity and inclusion"~"3_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" PDX Women In Tech, technology, portland  "~" false"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~false~"
"PDX Women In Tech (PDXWIT) Volunteering with Free Geek"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" portland oregon, networking, Science & Tech, women in tech  "~" 1731 SE 10th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Weekend Vancouver 2017"~"2_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, mentorship, showcase, meetup, entrepreneur, competition, hackathon  "~" "~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"Washington~Vancouver~US"
"PDX Women In Tech (PDXWIT) Presents A Woman-focused Code Retreat "~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" PDX Women In Tech, technology, portland  "~" 310 SW 4th Ave Suite 412"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~USA"
"Nick Muhonen on ECMAScript"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~" false"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~false~"
"Jr Dev Meetup"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" junior, developers
 "~" 1305 SE 8th Ave"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PDX Women In Tech (PDXWIT) Getting Started with AWS"~"2_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" portland oregon, networking, Science & Tech, women in tech  "~" 1414 NW Northrup Street"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PLUG Linux Clinic"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" open source linux bsd unix help support Linux Help clinic  "~" 1731 SE 10th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Portland Geek Dinner"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"Portland Geek Dinner - DOWNTOWN!"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"ProductCamp Portland 2017"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~" 1226 SW Salmon St"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Monthly PADNUG Meeting"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"PDXWIT Presents a Book Talk - Daring Greatly & Being Wrong"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~" false"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~false~"
"PDXWIT Presents a Book Talk - Daring Greatly & Being Wrong"~"2_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" PDX Women In Tech, technology, portland  "~" 1629 Southwest Salmon Street"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PLUG Linux Clinic"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" open source linux bsd unix help support Linux Help clinic  "~" 1731 SE 10th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Portland Geek Dinner"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"TechFest NW"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~" 1219 SW Park Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"Oregon~Portland~US"
"PitchFest NW"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~" 1219 SW Park Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"Oregon~Portland~US"
"Portland Geek Dinner - DOWNTOWN!"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"GameStorm 19"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" games, game, tabletop, rpg, gamedesign, portland, vancouver, LARP, LAN, boardgame, boardgames, Panels, cards, cardbuilding, conference, janzten beach, game convention  "~" 909 N Hayden Island Dr"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Monthly PADNUG Meeting"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"Beaver BarCamp 17"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" corvallis, devops, linux, open source, oregon state, software, unconference  "~" Kelley Engineering Center"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Corvallis~US"
"PLUG Linux Clinic"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" open source linux bsd unix help support Linux Help clinic  "~" 1731 SE 10th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Portland Geek Dinner"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"Jr Dev Meetup"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" junior, developers
 "~" 1305 SE 8th Ave"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Portland Geek Dinner - DOWNTOWN!"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~"Tags: No Tags"~"NOADDRESS"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"~NOADDRESS~"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PLUG Linux Clinic"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" open source linux bsd unix help support Linux Help clinic  "~" 1731 SE 10th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Startup Happy Hour PDX"~"6_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" startup, startups, happy hour, beer, technology, business, programming, entrepreneur  "~" 630 SE Belmont St."~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PLUG Linux Clinic"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" open source linux bsd unix help support Linux Help clinic  "~" 1731 SE 10th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"PdxDevOps"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" devops, pdxdevops  "~" 111 SW 5th Avenue"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~us"
"Jr Dev Meetup"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" junior, developers
 "~" 1305 SE 8th Ave"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
"Chain React 2017"~"1_seeded@example.com"~"password"~"password"~FALSE~TRUE~FALSE~FALSE~FALSE~TRUE~Time.zone.now~" react native, armory, portland, tech
 "~" 128 NW 11th Ave"~"Portland,Oregon,Portland Oregon,USA,Gresham,Oregon,Gresham Oregon,USA,Mars"~"OR~Portland~US"
